2025-02-12 05:51:29-EID[]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Login]-Login attempt for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:53:55-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:53:56-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:53:57-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:53:58-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:53:59-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:00-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:01-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:03-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:03-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:05-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:05-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:06-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:07-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch System Data]-Fetched system data from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:09-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:09-EID[]-SID[a12886a5-2d12-4692-98f4-7367a3e0bfb1]-[INFO] TASK[Fetch Messages]-Fetch messages request from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:09-EID[]-SID[a12886a5-2d12-4692-98f4-7367a3e0bfb1]-[INFO] TASK[Fetch Messages]-Fetched 59 messages from database
2025-02-12 05:54:19-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:20-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch Dashboard Data]-Fetching dashboard data for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:21-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch Dashboard Data]-Dashboard data fetched successfully for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:54:21-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Fetch Messages Chart Data]-Fetched messages chart data for the past 7 days from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:55:05-EID[287383-MVSDLAB]-SID[a33d402b-1f88-4541-b532-e46a5077e179]-[INFO] TASK[Logout]-User admin@mvsdlab.com logged out successfully from IP 123.200.7.107
2025-02-12 05:55:11-EID[]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Login]-Login attempt for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:55:11-EID[]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Login]-Querying admin table for admin@mvsdlab.com
2025-02-12 05:55:11-EID[930410-MVSDLAB]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Generate EID]-Generated EID 930410-MVSDLAB for user admin@mvsdlab.com
2025-02-12 05:55:12-EID[930410-MVSDLAB]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Login]-User admin@mvsdlab.com logged in successfully from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:55:12-EID[930410-MVSDLAB]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:55:13-EID[930410-MVSDLAB]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Fetch Notifications]-Fetched notifications from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:55:13-EID[930410-MVSDLAB]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:55:14-EID[930410-MVSDLAB]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Fetch Dashboard Data]-Fetching dashboard data for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:55:17-EID[930410-MVSDLAB]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Fetch Dashboard Data]-Dashboard data fetched successfully for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:55:18-EID[930410-MVSDLAB]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Fetch Messages Chart Data]-Fetched messages chart data for the past 7 days from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 05:55:19-EID[930410-MVSDLAB]-SID[1045d5f0-adea-498b-9e4f-0056341a5fb8]-[INFO] TASK[Logout]-User admin@mvsdlab.com logged out successfully from IP 123.200.7.107
2025-02-12 10:48:33-EID[]-SID[]-[WARN] TASK[Home - Subscribe]-Subscription error : You are already a subscriber. 
Email : omarfarukjoney@gmail.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:48:43-EID[]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Login]-Login attempt for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:48:43-EID[]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Login]-Querying admin table for admin@mvsdlab.com
2025-02-12 10:48:43-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Generate EID]-Generated EID 472783-MVSDLAB for user admin@mvsdlab.com
2025-02-12 10:48:43-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Login]-User admin@mvsdlab.com logged in successfully from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:48:44-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:48:45-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Fetch Notifications]-Fetched notifications from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:48:45-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:48:46-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Fetch Dashboard Data]-Fetching dashboard data for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:48:49-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Fetch Dashboard Data]-Dashboard data fetched successfully for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:48:50-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Fetch Messages Chart Data]-Fetched messages chart data for the past 7 days from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:49:09-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:49:10-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Fetch Professors List]-Fetched professors list successfully from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:49:17-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:49:17-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Fetch Professor Data]-Fetching professor data for ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:49:17-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Fetch Professor Data]-Successfully fetched professor data for ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:49:24-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Edit Professor Data]-Receiving form data for professor ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:49:24-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[ERROR] TASK[Edit Professor Data]-Error updating professor information for ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0: email is not defined
2025-02-12 10:49:39-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Edit Professor Data]-Receiving form data for professor ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:49:39-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[ERROR] TASK[Edit Professor Data]-Error updating professor information for ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0: email is not defined
2025-02-12 10:49:58-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Fetch Professor Data]-Fetching professor data for ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 10:49:59-EID[472783-MVSDLAB]-SID[c8354031-980d-41a1-a659-2800c1f3379f]-[INFO] TASK[Fetch Professor Data]-Successfully fetched professor data for ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:00-EID[]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Login]-Login attempt for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:00-EID[]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Login]-Querying admin table for admin@mvsdlab.com
2025-02-12 11:14:00-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Generate EID]-Generated EID 53445-MVSDLAB for user admin@mvsdlab.com
2025-02-12 11:14:00-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Login]-User admin@mvsdlab.com logged in successfully from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:08-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:10-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Notifications]-Fetched notifications from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:10-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:10-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Notifications]-Fetched notifications from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:12-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Dashboard Data]-Fetching dashboard data for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:12-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Dashboard Data]-Dashboard data fetched successfully for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:12-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Dashboard Data]-Fetching dashboard data for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:16-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Dashboard Data]-Dashboard data fetched successfully for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:17-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Messages Chart Data]-Fetched messages chart data for the past 7 days from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:17-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Messages Chart Data]-Fetched messages chart data for the past 7 days from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:27-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:31-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Professors List]-Fetched professors list successfully from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:40-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:42-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Professor Data]-Fetching professor data for ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:42-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Professor Data]-Successfully fetched professor data for ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:43-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Professor Data]-Fetching professor data for ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:14:43-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Fetch Professor Data]-Successfully fetched professor data for ID: P01MVSD from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
2025-02-12 11:15:09-EID[53445-MVSDLAB]-SID[1844cd6a-73d6-46a0-a871-74a4d6401087]-[INFO] TASK[Auth Check]-Authentication check successful for admin@mvsdlab.com from IP 123.200.7.107 with User-Agent Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0
